question,answer_pred,correct,token_prob_first,token_prob_mean,verbalized_conf
Who was the Georgia Peach?,Georgia O'Keefe;,False,0.22482242827808493,0.7541743471701796,0.9
Who set fire to his guitar at the Monterey Pop festival in 19676?,Jimi Hendrix,True,0.9845591190081329,0.8879112826161112,1.0
Della Street was whose secretary?,Della Street was Charlie Chan's secretary,False,0.8583468260324122,0.8199568766488982,0.9
"In music, who was Sweet and Innocent and Too Young?",The Smiths,False,0.18893220084163337,0.6792541404177829,0.9
Who is featured on Puff Daddy's Can't Hold Me Down?,,False,0.5247287598029142,0.6166816167313569,0.9
What had Edmond Hillary worked at before taking up mountain climbing?,"Before taking up mountain climbing, Edmond Hillary had been a teacher",False,0.6382664975432484,0.8371920647354715,0.9
In which American state is the Isabella Stewart Gardner Museum?,Massachusetts,True,0.9371224061932295,0.9644499188745815,1.0
Benina international airport is in which country?,Ethiopia,False,0.8241221266395051,0.9154715233799772,1.0
Beloved in 1999 was whose first movie since The Color Purple in 1985?,August Wilson,False,0.2909477703565667,0.7278636768818436,0.9
Which Star Trek star directed Three Men and a Baby?,John��inger,False,0.5466048573679589,0.4911339911279748,0.8
Which sitcom star appeared on the big screening The Object of My Affection?,Kristin Davis,False,0.06068968987532788,0.5589306031983645,0.9
"""Which character did Julia """"Roberts play in Steven Spielberg's Hook?""","""Miles Vinge""",False,0.05171130739196891,0.4883188770402182,0.8
Which US president did Anthony Hopkins play in a film whose title was simply his name?,Richard Nixon;,True,0.8718050748500783,0.8760731310278504,0.9
Which movie was a biopic about the life of David Helfgott?,Mo'ur:,False,0.47511871792946964,0.45571621529804013,0.8
Which film director guested as the FBI Director in The Silence of the Lambs?,Jonathan Demme,False,0.47511619752002043,0.8022917219954984,0.9
In which sci fi classic did the space ship Nostromo first appear?,Alien -,True,0.9851286414619368,0.8490978400539869,0.95
Nigel Hawthorne was Oscar nominated for The Madness of which King?,Nigel Hawthorne was Oscar nominated for The Madness of King Louis XVI,False,0.7654160910839098,0.8286973744502879,0.95
Which Swedish actress won the Best Supporting Actress Oscar for Murder on the Orient Express?,"Alicia Vikander,",False,0.9296603832453192,0.8272079060839969,0.9
Which Oscar-nominated film had You Sexy Thing as its theme song?,"""Allo, Allo!""",False,0.10748334245219117,0.6888289114488167,0.9
Which Joan's career revived in Whatever Happened to Baby Jane?,Joan Crawford's career was revived in Whatever Happened to Baby Jane?,True,0.9982882141531472,0.8417912567346113,0.8
Which much-loved actor won the Best Actor Oscar for The Philadelphia Story?,Humphrey Bogart,False,0.43021132425497877,0.8076212980068869,0.8
Which legendary dancer was Oscar-nominated for The Towering Inferno?,Fred Astaire,True,0.31537277578187745,0.7356974094295395,0.8
What was the name of the brothel in The Best Little Whorehouse in Texas?,"The Best Little Whorehouse in Texas did not specify a name for the brothel, but it was referred to as ""The Little Whorehouse.""",False,0.5495415794218954,0.8517468329185252,0.9
Who was the male star of the movie The Man of La Mancha?,"Anthony Quinn,",False,0.9809957146489892,0.8590110968606913,0.9
What relation is Joey Richardson to Vanessa Redgrave?,No relation,False,0.7345636543368222,0.7962331645981753,1.0
Melanie Molitor is the mom of which tennis world NO 1?,,False,0.21839208536140475,0.7163586125508643,1.0
Marc Dutroux hit the headlines over a 'house of horrors' in which country?,Belgium,True,0.9909451009976393,0.908247303793931,0.9
On which date in 1945 did Hitler take cyanide then shoot himself?,30 April 1945,True,0.7713466326584246,0.8870582392474289,1.0
In which river is the Boulder Dam?,"Lake Mead,",False,0.6628450715370712,0.749592533720508,0.9
"Which sports event was first held at Worcester, Massachusetts in 1927?",Boston Marathon;,False,0.6695269415139117,0.8279805922365189,0.95
In which European city is the Belvederen Gallery?,"Vienna, Austria",True,0.9977928400049797,0.8979974880313789,0.95
How old was Woody Herman when he founded his own orchestra?,25,False,0.4846708083576981,0.7106927652659871,0.8
For which movie did Katharine Hepburn win her second Oscar?,"Guessing at the top of my mind, ""Guessing at the top of my mind"",",False,0.8080233321699747,0.8735382198850897,0.5
Who had a 60s No 1 hit with This Diamond Ring?,The Searchers,False,0.2691416002288103,0.6912297386205807,0.95
The world was first aware of the Chernobyl disaster after detectors were triggered at a nuclear plant in which country?,Ukraine,False,0.628820718233525,0.8384354335306953,0.9
In which country was the first permanent bungee jumping site situated?,New Zealand,True,0.9994862079834074,0.885299972958584,0.95
Who succeeded Brezhnev as Soviet premier?,Yuri Andropov,True,0.4738442501785648,0.740871664922719,0.8
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,Teething ring,False,0.36918493680025344,0.759302954111546,0.8
In which city's shipyard was Solidarity set up?,Gdansk,True,0.5832374721675977,0.8674922701805698,0.9
Which female singer was born on exactly the same day as impressionist Rich Little?,"Kim Bich,",False,0.11694317540240769,0.5677846933374505,0.8
What is Harrison Ford's real name?,Henry Ford,False,0.42532939644046647,0.6292897104601749,0.8
Who's home runs record did Mark McGwire break in the 1998 season?,,False,0.14202447439903337,0.5865900628728352,0.9
Who won baseball's first World Series of the 80s?,Oakland Athletics,False,0.44954653558113067,0.7994174083235481,0.9
What was Pete Sampras seeded when he won his first US Open?,2nd,False,0.7999358231254919,0.7134366334790029,0.8
"""Which boxer famously said,"""" If I can't beat this bum take my name off the record books?""""""",Mohammed Ali,False,0.1689842623104182,0.6901253392523438,0.9
Where did Jonathan Edwards set his 1995 triple jump world record?,"Jyvaskyla, Finland",False,0.12367759226498976,0.7027323420455486,0.9
"In baseball, where do the Orioles come from?","Baltimore, Maryland, United States;",True,0.9974045156705825,0.8269417630534383,0.95
The Naismith Award is presented in which sport?,Basketball,True,0.9951090215511336,0.866741452388342,0.95
Which cartoon and film character is the nickname of super athlete Michael Johnson?,Wile E. Coyote,False,0.5773847804914181,0.79480013040223,0.9
For which team did Babe Ruth blast his last Major League home run?,New York Yankees;,False,0.9465732583237968,0.8528322235310151,0.95
What was Warren Beatty's first movie?,"""Bus Stop""",False,0.4167968264781629,0.6513056186896979,0.9
"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?",Gina688,False,0.08607162804197761,0.4812313498220761,0.8
Mickey Braddock in the 50s series Circus Boy found fame with which surname in which pop band?,New Model Army,False,0.5074446920732878,0.7908657889131463,0.9
Which war veteran was Director of News & Special Events for ABC before find fame as a TV cop?,Robert Stack,False,0.24263016020407982,0.6248252646840997,0.9
What US sitcom was the first exported to Britain?,"""The Cosby Show""",False,0.2772218560279112,0.7334887783859907,0.9
In Hanna and Barbera's TV cartoons base on The Addams Family who was the voice of Gomez?,Charney,False,0.20905221163930549,0.5573292673687859,0.8
Who was the only female victim to be killed off in the opening credit sequence in Police Squad?,Mary Lou Loomis;,False,0.146450214470223,0.6211183066389808,0.9
Which US president won the Nobel Peace Prize in 1920?,Woodrow Wilson,True,0.7361315452416132,0.8278572958204286,0.9
Who beat Tim Henman in his first Wimbledon singles semifinal?,Mark Philippoussis,False,0.10653388826507285,0.6659813579690416,0.8
What relation was Flo Jo to Jackie Joyner Kersee?,No relation,False,0.9219722762687337,0.8090778590933946,0.9
How long was swimmer Michelle Smith-de Bruin banned for attempting to manipulate a drugs test?,4 years;,True,0.9956398009315576,0.9146612982611592,0.9
Yuan Yuan was caught carrying drugs for which Chinese team?,Chinese national basketball team,False,0.587759798694644,0.7883578027957077,0.9
Which grand slam did Pete Sampras not win in the 20th century?,,False,0.6349463438568934,0.5101158125997146,0.9
In which events did Gert Fredriksson win six Olympic gold medals?,Canoe sprint events,False,0.2144047248526134,0.6093929089355794,0.9
"How many of his 45 races did Mike Hawthorn, a former Formula One motor racing world champion, win?",1,False,0.9877657891422914,0.7677668991190477,0.6
On the Internet what is Spam?,"Unsolicited mass email advertising,",False,0.8145635738940549,0.8050435573120636,0.9
In which country did the Internet start?,United States,True,0.9018049831416315,0.8937866339496762,0.9
In which year was the Juilliard School founded in New York?,1904,False,0.999787747862263,0.8879925416801298,1.0
"Who wrote My Life and Loves in 1926, originally banned in the US?",Ernest Hemingway,False,0.2182999431515176,0.7841806350499076,0.9
What was Blondie's last UK No 1 of the 80s?,No need for confidence as the answer is not provided in the options: ',False,0.4202743215705882,0.6405990716986675,0.0
"In baseball, where do the Royals come from?","Kansas City, Missouri,",True,0.8571644429136388,0.9294224809604271,1.0
What is the largest city in Ohio?,"Columbus,",False,0.4464296038789858,0.7803592527025434,1.0
In which decade of the 20th century was Anne Bancroft born?,1920s,False,0.9160819054638738,0.8838809937640704,0.9
The Suez Canal connects the Mediterranean Sea to which other Sea?,"Red Sea,",True,0.9976607560000446,0.8610864850733378,0.95
Which rock star did Cindy Crawford name her first son after?,Keith Richards,False,0.4477697120153197,0.7988767606026548,0.8
Sun Yat Sen overthrew the emperor in which country establishing a republic after 2000 years of imperial rule?,China;,True,0.9966199398069026,0.8509072745285945,0.95
Who designed the dress which made the most at Diana's dress auction?,Christie's;,False,0.11169341490171619,0.6523880540308005,0.9
Which Palestinian co-founded al Fatah in 1957?,Jassim Jiryeh;,False,0.21146297928396526,0.49715851439753966,0.8
In which country was Earl Spencer's acrimonious divorce settlement heard?,United Kingdom,False,0.479113912849813,0.8464301839472966,0.9
"In which North African country was Mohammed Al-Fayed, owner of Harrods department store in London, born?",Egypt,True,0.9268204003623544,0.8898971637826835,0.9
Aung San Suu Kyi is a controversial leader in which country?,Myanmar,True,0.9703372128444,0.8995542286183941,0.95
Which of the founders of United Artists had the last name nearest the beginning of the alphabet?,Charlie Chaplin,True,0.15030201427907453,0.8266869597951912,1.0
"In La Cage Aux Folles, what was La Cage Aux Folles?",A nightclub,True,0.7939625380851039,0.7376743714792009,0.9
Where was the Fiddler in the musical's title?,Fiddler on the Roof was a metaphor for a Jew living in a traditional way during the Russian Revolution,False,0.4695159117365063,0.7350625868136867,0.8
South Pacific was set during which war?,World War II;,True,0.9769177427866806,0.8961066251015463,0.95
What percentage of the earth's surface is covered by Europe?,2.7%,False,0.9853854773359935,0.7450350391334732,0.9
Which European town gave its name to a Treaty which symbolizes closer economic links between European countries?,Lusembourg,False,0.5376282808657374,0.6258595279703363,0.7
Which home of champagne in France was also where the German High Command surrendered in WWII?,Reims;,True,0.3473387242973873,0.761204158093293,0.9
Which was the first European city this century to open an underground railway system?,"Lisbon, Portugal",False,0.5409570424941712,0.7305671753210604,0.9
Who first drew Mickey Mouse when ?Disney first supplied the voice?,,False,0.44524209727026526,0.632813946630711,0.8
Which actress wrote the novel The Last of the Really Great Whangdoodles?,,False,0.12314323590251497,0.4329957608865226,0.9
Who was the star of the film based on the record Harper Valley PTA by Jeannie C Riley?,Tamia Jones,False,0.1685256517295595,0.6077088433195091,0.8
What color golf balls are used on the golf course in Antarctica?,White,False,0.5612089119434854,0.6913952167544226,0.3
Throughout the 80s and 90s Phil Collins recorded on which record label?,Columbia Records,False,0.7508940106067757,0.8299340228313431,0.7
On which label did Chuck Berry record in the 1950s and 1960s?,Stax/Panels,False,0.9389288448972917,0.7984272132916325,0.9
What was the name of Michael Jackson's second wife?,"Lisa Marie Jackson,",False,0.1420485348715938,0.6258899876212484,0.95
Which US city was named after a British Prime Minister?,"Philadelphia, Pennsylvania, after Sir William Penn;",False,0.5616714239670819,0.7808301969177152,0.9
"""Who said, To err is human but it feels divine?""""""",Alexander Pope,False,0.9366641639537311,0.7837148880970817,1.0
Which singer had a big 60s No 1 with Roses Are Red?,Andy Warhol,False,0.30158873013431564,0.6125990717965115,0.6
What are the international registration letters of a vehicle from Iceland?,IS,True,0.7797879522974872,0.9525688398590753,1.0
Where was the American venue of the Live Aid concert?,"Addis Ababa, Ethiopia;",False,0.36332466749537257,0.8242164740445503,0.9
Which was the longest moon landing?,Apollo 17,True,0.9984304308820705,0.8738454493526285,0.9
Who had the most expensive presidential inauguration ceremony of the 20th century?,Woodrow Wilson,False,0.5343956469087541,0.8111363000518784,0.8
Who became Israel's head of state in 1993?,Shimon Peres,False,0.5500173584552791,0.8356539345448439,0.9
"In WWII, who was the head of the Nazi party's security service?",Heinrich Himmler,False,0.9191687706920016,0.9203491769064999,0.9
Which President of the Philippines was deposed in 1986?,Corazon Aquino,False,0.3446796342579949,0.8036326933824168,0.9
"What kind of disaster claimed some 100,000 lives in Armenia in 1988?",Earthquake,True,0.8827970615607218,0.8667951675754441,0.95
Which state on the Gulf of Mexico is nearest the end of the alphabet?,Wyoming,False,0.8600956153962327,0.7516954243700118,0.8
Truax Field international airport is in which US state?,Virginia,False,0.9336293334292776,0.8678386769589551,1.0
In what month was the attack on Pearl Harbor?,December,True,0.9994816184090874,0.8521987226515781,1.0
Who did Dr. Crippen murder?,"Dr. Crippen murdered his wife, Emily, to cover up an affair",True,0.5310078369830209,0.71456106676402,0.9
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",12,False,0.8750621055342727,0.7444066218408926,0.8
The Black Hills lie between which two rivers?,Black Hills lie between the Big Horn River and the Cheyenne River,False,0.24387210405302237,0.8172420357735876,0.9
In what year was the first in-flight movie shown on an internal flight in the USA.,1949,False,0.9934525491076696,0.8196749499725893,0.9
In which city was John Lennon murdered?,New York City,True,0.9232205174797958,0.884529301894421,1.0
How was President Kennedy assassinated?,President Kennedy was assassinated by a gunshot wound to the head,True,0.35613520364554924,0.836618999668417,0.95
Which caped crusader operated in Gotham City?,Batman,True,0.9016740331919885,0.9751524391277302,1.0
Who did Jack Ruby shoot in November 1963?,Jack Ruby shot Lee Harvey Oswald,True,0.4411666636108109,0.7988863156849182,0.95
Who was the first American to travel faster than the speed of sound?,"Captain Charles E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. ""Chuck"" E. """,False,0.265730838450479,0.7268860611298192,
Who was the first US president Barbara Walters interviewed?,John F. Kennedy,False,0.9185394045721872,0.8528941050135369,0.9
Which orchestral conductor was married to one of the subjects of the film Hillary and Jackie?,Leonard Bernstein,False,0.8448569148042895,0.8300806339649105,0.9
Which writer and politician became Lord Tweedsmuir?,Alistair Mackenzie,False,0.3369651699467361,0.6543824867805984,0.9
In what year was the first Tarzan novel published?,1912,False,0.9971164466043918,0.8766813042029821,0.9
In which country were motorized ambulances first used?,France,True,0.7805437994055928,0.8186832682244773,0.9
What is the Pacific terminus of the Trans Siberian Railway?,Vladivostok,True,0.8601099827268691,0.9344650607720062,0.9
What is the name of the mountain pass which lies between Pakistan and Afghanistan?,Dasht-e Torgaran,False,0.20001508645087454,0.5651615803812043,0.7
"What is the name of the group of 1,196 islands in the North Indian Ocean, none bigger than five square miles?",Laccadive Islands;,False,0.4995325000926127,0.8490664333143408,0.95
Which Syrian city is said to be the oldest continually inhabited city in the world?,Aleppo,False,0.8814909447189998,0.888946359825918,0.9
Who was king of France at the time of the French Revolution?,Louis XVI,True,0.9945657255041573,0.9281684227961182,1.0
What is the principal language of Bulgaria?,Bulgarian,True,0.9997215867021293,0.9628963233775908,1.0
"What is the name of the cathedral in Red Square, Moscow?",Saint Basil's Cathedral,False,0.782561066894287,0.9367310227026932,1.0
Which country is known to its people as Suomen Tasavalta?,Finland,True,0.9985685348734942,0.8721248729100354,0.95
Which crusade was led by Philip II Augustus of France and Richard I of England?,Third Crusade,True,0.8495420166775965,0.8163175023951678,0.8
In which Netherlands city does the United Nations International Court of Justice sit?,The Hague,True,0.9995247125663651,0.8857884939688949,0.95
"In which battle did Harold II, the last Saxon king, lose his life?","Battle of Hastings,",True,0.877590892403167,0.8728854731271696,0.95
Who proclaimed the People's Republic of China in 1949?,Mao Zedong,True,0.9897505642360594,0.959402325782495,1.0
"Which wife of Henry VIII had already married twice before she became queen, and married for a fourth time after Henry's death?",Catherine Howard,False,0.648791143524095,0.6648404536547087,0.9
In which country is the castle that gives the Habsburg dynasty its name?,Austria,False,0.9988254905250552,0.941766834995891,0.9
In which parliament has the UK 87 seats for members who are elected for a five0-year term?,"House of Commons,",False,0.9876932499180421,0.9091200645635884,0.9
What was the former name of the British Green Party?,Confederation of Green Parties,False,0.34728684645075714,0.806475830465223,0.8
"""What is the more common name of the """"simple plurality"""" system of voting?""",First-past-the-post,False,0.41264001583788595,0.7975685789601974,0.9
What word for unthinking patriotism is derived from the name of one of Napoleon's admirers?,Bonapartism,False,0.8403468136466352,0.8938051284447556,0.9
Which builder of steam engines formed a successful partnership with Matthew Boulton?,James Watt,True,0.9972841739550332,0.907062000893986,0.9
What was the nickname of the French singer Edith Piaf?,The Little French Sparrow,False,0.33182746936189444,0.6911749192779029,0.98
Whose birthday is celebrated by a public holiday on the third Monday in January in the USA?,,False,0.7018608466761435,0.7895544201970797,1.0
What type of coal is brown and fibrous?,Peat,False,0.3994659779642201,0.7877320473312763,0.7
What raw material is used for making glass?,Sand,True,0.9844719766844245,0.8684908378578613,0.8
What kind of an organism is a truffle?,Fungi;,True,0.7488219062308958,0.7759825929053565,0.95
What is the name of the strong material found in plant cell walls?,Lignin,False,0.8002820063373806,0.861859089151877,0.9
What name is given to the change of state from liquid to gas?,Vaporization,False,0.7769789074596867,0.931483908848093,1.0
"Which branch of science has four fundamental principles: addition, subtraction, multiplication, and division.",Mathematics,True,0.9947565796207903,0.9200768326189768,1.0
What is the force that opposes the relative motion of two bodies that are in contact?,Force of friction,True,0.627689839893686,0.8713043127014259,0.9
What is the fastest animal on two legs?,Speeding cyclist,False,0.5218898573347855,0.606066878159604,0.8
What is the green pigment used by plants to trap sunlight?,Chlorophyll,True,0.9722584489814564,0.9349247899640483,0.95
What id the name given to the study of birds?,Ornithology,True,0.9943701622997124,0.7577515584161275,1.0
"Of which reptile are there only two species, one living in the Mississippi and the other in China?",Gopher snake,False,0.45254362231078343,0.6963954115108429,0.6
"What type of seaweed grows up to 100 meters in length, and is farmed for its alginates?",Gigantelia,False,0.23392943202025065,0.5687408043171656,0.7
Where in a vertebrate would you find the protein myoglobin?,"In the muscles, specifically in the sarcoplasm,",False,0.5334894172964121,0.7457201571392464,0.95
"What is the most abundant substance in the plant kingdom, which no mammal produces the enzyme to digest?",Water,False,0.5966395835937802,0.7102252990668673,0.9
"Which family of insects has species named 'drivers', 'weavers', 'and even individuals called 'soldiers'?",Hemiptera,False,0.3372798832238334,0.7888669904776741,0.8
What name is given to the study of animal behavior?,Ethology,True,0.673398367234981,0.7850472775915941,0.9
Mosses are classified as belonging to which part of the plant kingdom?,Bryophyta,True,0.726099919022917,0.8490953772127441,0.9
"Which rodent rears its young, called kittens, in a nest called a drey?",Beaver rears its young in a drey,False,0.4309813930018372,0.842587209630722,0.9
What has a central vein called a midrib?,Palm leaf,True,0.38537464579814223,0.73750905828201,0.7
"Which mammal constructs a lodge in which to store food, rear young, and pass the winter?",Beaver,True,0.9596334682143135,0.8035897062174581,0.9
What is the generic word for plants that grow in water or water-logged conditions?,Aquatic plants,True,0.4722709190708998,0.7983673944478779,0.9
